5000,0.407,1.188,0.003,0.025,33,17,1,0.5
5000,0.407,1.188,0.009,0.025,33,37,1,0.5
5000,0.423,1.188,0.021,0.025,33,83,1,0.5
5000,0.37,1.191,0.022,0.026,33,17,1,0.003
5000,0.372,1.191,0.007,0.026,33,17,1,0.01
5000,0.382,1.191,0.017,0.026,33,17,1,0.1
5000,0.33,1.191,0.009,0.026,10,17,1,0.5
5000,0.329,1.191,0.004,0.026,10,37,1,0.5
5000,0.324,1.191,0.009,0.026,10,83,1,0.5
5000,0.374,1.191,0.017,0.026,33,17,3,0.003
5000,0.372,1.191,0.007,0.026,33,17,3,0.01
5000,0.368,1.191,0.006,0.026,33,17,3,0.1
5000,0.378,1.191,0.005,0.026,33,17,3,0.5
5000,0.375,1.191,0.014,0.026,33,17,7,0.003
5000,0.37,1.191,0.008,0.026,33,17,7,0.01
5000,0.37,1.191,0.007,0.026,33,17,7,0.1
5000,0.373,1.191,0.005,0.026,33,17,7,0.5
5000,0.367,1.191,0.007,0.026,33,17,15,0.003
5000,0.372,1.191,0.007,0.026,33,17,15,0.01
5000,0.369,1.191,0.017,0.026,33,17,15,0.1
5000,0.361,1.191,0.003,0.026,33,17,15,0.5
5000,0.341,1.194,0.02,0.026,33,37,1,0.1
5000,0.345,1.194,0.025,0.026,33,37,3,0.5
5000,0.332,1.195,0.012,0.026,33,83,1,0.1
5000,0.326,1.197,0.015,0.026,33,37,1,0.003
5000,0.332,1.197,0.014,0.026,33,37,1,0.01
5000,0.331,1.197,0.015,0.026,33,37,3,0.003
5000,0.329,1.197,0.006,0.026,33,37,3,0.01
5000,0.334,1.197,0.018,0.026,33,37,3,0.1
5000,0.327,1.197,0.009,0.026,33,37,7,0.003
5000,0.335,1.197,0.019,0.026,33,37,7,0.01
5000,0.331,1.197,0.017,0.026,33,37,7,0.1
5000,0.333,1.197,0.014,0.026,33,37,7,0.5
5000,0.333,1.197,0.018,0.026,33,37,15,0.003
5000,0.331,1.197,0.01,0.026,33,37,15,0.01
5000,0.331,1.197,0.014,0.026,33,37,15,0.1
5000,0.33,1.197,0.012,0.026,33,37,15,0.5
5000,0.291,1.2,0.004,0.027,10,17,1,0.003
5000,0.293,1.201,0.003,0.027,10,17,1,0.01
5000,0.293,1.201,0.006,0.027,10,17,1,0.1
5000,0.294,1.201,0.003,0.027,10,17,3,0.003
5000,0.292,1.201,0.004,0.027,10,17,3,0.01
5000,0.292,1.201,0.003,0.027,10,17,3,0.1
5000,0.318,1.201,0.014,0.027,33,83,3,0.5
5000,0.291,1.201,0.005,0.027,10,17,3,0.5
5000,0.297,1.201,0.002,0.027,10,17,7,0.003
5000,0.294,1.201,0.004,0.027,10,17,7,0.01
5000,0.295,1.201,0.001,0.027,10,17,7,0.1
5000,0.293,1.201,0.003,0.027,10,17,7,0.5
5000,0.295,1.201,0.003,0.027,10,17,15,0.003
5000,0.296,1.201,0.003,0.027,10,17,15,0.01
5000,0.295,1.201,0.002,0.027,10,17,15,0.1
5000,0.293,1.201,0.003,0.027,10,17,15,0.5
5000,0.306,1.205,0.023,0.027,33,83,7,0.5
5000,0.295,1.206,0.022,0.027,33,83,1,0.003
5000,0.299,1.206,0.017,0.027,33,83,3,0.003
5000,0.304,1.206,0.021,0.027,33,83,3,0.01
5000,0.293,1.206,0.014,0.027,33,83,3,0.1
5000,0.294,1.206,0.016,0.027,33,83,7,0.003
5000,0.304,1.206,0.024,0.027,33,83,7,0.01
5000,0.29,1.206,0.009,0.028,33,83,7,0.1
5000,0.302,1.206,0.018,0.027,33,83,15,0.003
5000,0.362,1.206,0.111,0.027,33,83,15,0.01
5000,0.301,1.206,0.022,0.027,33,83,15,0.1
5000,0.301,1.206,0.019,0.027,33,83,15,0.5
5000,0.306,1.207,0.022,0.027,33,83,1,0.01
5000,0.266,1.208,0.002,0.028,10,37,1,0.1
5000,0.275,1.208,0.015,0.028,10,83,1,0.1
5000,0.267,1.209,0.009,0.028,10,37,3,0.5
5000,0.265,1.211,0.001,0.028,10,37,1,0.003
5000,0.263,1.211,0.002,0.028,10,37,1,0.01
5000,0.264,1.211,0.003,0.028,10,37,3,0.003
5000,0.263,1.211,0.003,0.028,10,37,3,0.01
5000,0.264,1.211,0.002,0.028,10,37,3,0.1
5000,0.263,1.211,0.002,0.028,10,37,7,0.003
5000,0.262,1.211,0.002,0.028,10,37,7,0.01
5000,0.264,1.211,0.003,0.028,10,37,7,0.1
5000,0.322,1.211,0.115,0.028,10,37,15,0.01
5000,0.265,1.211,0.002,0.028,10,37,15,0.5
5000,0.261,1.212,0.001,0.028,10,37,7,0.5
5000,0.264,1.212,0.003,0.028,10,37,15,0.003
5000,0.267,1.212,0.0,0.028,10,37,15,0.1
5000,0.267,1.215,0.01,0.029,10,83,3,0.5
5000,0.248,1.219,0.023,0.031,1,83,1,0.5
5000,0.219,1.221,0.043,0.032,1,37,1,0.5
5000,0.247,1.222,0.018,0.031,1,17,1,0.5
5000,0.256,1.224,0.002,0.029,10,83,1,0.01
5000,0.262,1.224,0.015,0.029,10,83,3,0.003
5000,0.266,1.224,0.022,0.029,10,83,7,0.5
5000,0.255,1.224,0.003,0.029,10,83,15,0.01
5000,0.259,1.224,0.006,0.029,10,83,15,0.1
5000,0.263,1.224,0.016,0.029,10,83,15,0.5
5000,0.264,1.225,0.019,0.029,10,83,1,0.003
5000,0.263,1.225,0.017,0.029,10,83,3,0.01
5000,0.258,1.225,0.012,0.029,10,83,3,0.1
5000,0.263,1.225,0.018,0.029,10,83,7,0.003
5000,0.263,1.225,0.015,0.029,10,83,7,0.01
5000,0.265,1.225,0.016,0.029,10,83,7,0.1
5000,0.261,1.225,0.016,0.029,10,83,15,0.003
5000,0.339,1.236,0.167,0.031,1,17,1,0.003
5000,0.255,1.236,0.001,0.03,1,17,1,0.01
5000,0.257,1.236,0.003,0.03,1,17,3,0.1
5000,0.258,1.236,0.002,0.03,1,17,3,0.5
5000,0.256,1.236,0.001,0.03,1,17,7,0.003
5000,0.258,1.236,0.003,0.031,1,17,7,0.01
5000,0.254,1.236,0.008,0.03,1,17,7,0.1
5000,0.254,1.236,0.008,0.031,1,17,7,0.5
5000,0.257,1.236,0.002,0.031,1,17,15,0.003
5000,0.254,1.236,0.006,0.03,1,17,15,0.01
5000,0.254,1.236,0.007,0.03,1,17,15,0.5
5000,0.258,1.237,0.001,0.03,1,17,1,0.1
5000,0.258,1.237,0.003,0.03,1,17,3,0.003
5000,0.258,1.237,0.002,0.03,1,17,3,0.01
5000,0.257,1.237,0.002,0.03,1,17,15,0.1
5000,0.164,1.249,0.036,0.034,1,83,1,0.1
5000,0.181,1.252,0.005,0.032,1,37,1,0.003
5000,0.184,1.252,0.009,0.032,1,37,1,0.01
5000,0.18,1.252,0.004,0.032,1,37,3,0.003
5000,0.18,1.252,0.004,0.033,1,37,3,0.01
5000,0.183,1.252,0.004,0.032,1,37,3,0.1
5000,0.183,1.252,0.004,0.032,1,37,7,0.01
5000,0.182,1.252,0.003,0.032,1,37,7,0.5
5000,0.182,1.252,0.004,0.032,1,37,15,0.01
5000,0.185,1.252,0.011,0.032,1,37,15,0.1
5000,0.183,1.252,0.004,0.032,1,37,15,0.5
5000,0.184,1.253,0.028,0.034,1,37,3,0.5
5000,0.182,1.253,0.005,0.032,1,37,7,0.003
5000,0.188,1.253,0.008,0.032,1,37,7,0.1
5000,0.183,1.253,0.006,0.032,1,37,15,0.003
5000,0.157,1.254,0.016,0.034,1,37,1,0.1
5000,0.156,1.255,0.036,0.036,1,83,3,0.5
5000,0.105,1.268,0.006,0.034,1,83,7,0.5
5000,0.098,1.269,0.001,0.034,1,83,3,0.01
5000,0.099,1.269,0.002,0.034,1,83,7,0.1
5000,0.1,1.269,0.001,0.034,1,83,15,0.1
5000,0.099,1.269,0.002,0.035,1,83,15,0.5
5000,0.1,1.27,0.002,0.034,1,83,1,0.003
5000,0.099,1.27,0.002,0.034,1,83,1,0.01
5000,0.099,1.27,0.001,0.034,1,83,3,0.003
5000,0.099,1.27,0.003,0.034,1,83,3,0.1
5000,0.099,1.27,0.002,0.034,1,83,7,0.003
5000,0.099,1.27,0.002,0.034,1,83,7,0.01
5000,0.099,1.27,0.002,0.034,1,83,15,0.003
5000,0.099,1.27,0.001,0.034,1,83,15,0.01
